Title,score,budget,gross,Profitability,Marketing Amount,Pre-Production Amount,VFX Amount,Post Production Amount,Music Amount,Distribution Amount,released_epoch,genre_encoded,star_encoded,success
American Pop,7.2,0.004213483,0.084021532,0.142962964,0.002247191,0.003277154,0.005769231,0.005617978,0.005266854,0.004213483,350870400,2,1843,1
The Legend of the Lone Ranger,5.1,0.050561798,0.004431596,0.055142232,0.050561798,0.050561798,0.046153846,0.050561798,0.050561798,0.050561798,359337600,0,1522,0
Sphinx,5.2,0.039325843,0.000710431,0.052759857,0.039325843,0.039325843,0.035897436,0.039325843,0.039325843,0.039325843,350697600,1,1598,0
Night School,5.6,0.036025728,0.000410879,0.052876155,0.024017152,0.036025728,0.016442512,0.036025728,0.054038592,0.036025728,369014400,10,1595,0
An Eye for an Eye,5.5,0.010674157,0.051105022,0.108276625,0.010674157,0.010674157,0.00974359,0.010674157,0.010674157,0.010674157,366595200,0,472,1
Zoot Suit,6.8,0.00758427,0.00114359,0.057287334,0.003539326,0.010955056,0.001730769,0.00758427,0.00758427,0.00758427,378691200,6,556,0
Rich and Famous,5.9,0.064366879,0.005089874,0.054043957,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,371433600,6,1058,0
Buddy Buddy,6.5,0.028089888,0.00254932,0.056096146,0.018726592,0.034332085,0.006410256,0.028089888,0.028089888,0.028089888,376876800,4,1046,0
Bustin' Loose,6.1,0.030898876,0.010979475,0.064405547,0.020599251,0.037765293,0.007051282,0.030898876,0.030898876,0.030898876,359337600,4,2221,0
Modern Romance,7.0,0.063505062,0.001005758,0.049954166,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,353289600,4,48,0
Heartbeeps,4.3,0.033707865,0.000756765,0.053529984,0.02247191,0.041198502,0.007692308,0.033707865,0.033707865,0.033707865,377481600,4,127,0
Back Roads,5.6,0.128394351,0.004147652,0.044840935,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,353289600,1,2323,0
Take This Job and Shove It,5.0,0.009831461,0.006170533,0.062168689,0.006554307,0.01201623,0.00224359,0.009831461,0.009831461,0.009831461,358732800,4,2247,1
Raggedy Man,6.8,0.064366879,0.000694073,0.049522761,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,369619200,6,2463,0
Whose Life Is It Anyway?,7.3,0.036516854,0.002882134,0.055354747,0.024344569,0.04463171,0.008333333,0.036516854,0.036516854,0.036516854,380505600,4,2209,0
Inchon,2.7,0.129213483,0.001826672,0.042348406,0.060299625,0.186641698,0.029487179,0.129213483,0.129213483,0.129213483,401068800,6,1577,0
All Night Long,5.5,0.039325843,0.001564422,0.05363821,0.026217228,0.048064919,0.008974359,0.039325843,0.039325843,0.039325843,352684800,4,878,0
The Pursuit of D.B. Cooper,5.6,0.033707865,0.001300214,0.054088935,0.033707865,0.033707865,0.030769231,0.033707865,0.033707865,0.033707865,374457600,1,2243,0
Rollover,5.4,0.04494382,0.003811142,0.05522655,0.020973783,0.064918851,0.01025641,0.04494382,0.04494382,0.04494382,376876800,6,1111,0
Only When I Laugh,6.5,0.063505062,0.008964725,0.058140173,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,370224000,4,1757,0
Honky Tonk Freeway,5.2,0.06741573,0.000704099,0.04914099,0.06741573,0.06741573,0.061538462,0.06741573,0.06741573,0.06741573,367200000,0,607,0
Paternity,4.9,0.063505062,0.006616503,0.055724964,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,370828800,4,343,0
King of the Mountain,5.5,0.005617978,0.00062908,0.057011012,0.005617978,0.005617978,0.005128205,0.005617978,0.005617978,0.005617978,357523200,0,962,0
Scream,2.9,0.036025728,0.016637974,0.06956615,0.024017152,0.036025728,0.016442512,0.036025728,0.054038592,0.036025728,347155200,10,2108,0
The Devil and Max Devlin,5.0,0.063505062,0.005619465,0.054699485,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,352684800,4,750,0
The Amateur,5.8,0.062819005,0.002420619,0.051497614,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,382320000,5,1314,0
Longshot,5.1,0.063505062,0.015570088,0.064933963,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,987724800,4,1587,0
Comin' at Ya!,5.1,0.029494382,0.004214599,0.057628311,0.015730337,0.036048689,0.013461538,0.029494382,0.044241573,0.029494382,364780800,18,2664,0
Le Pont du Nord,6.9,0.128394351,6.01e-06,0.040581146,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,385776000,1,341,0
Silence of the North,6.3,0.064366879,0.000569989,0.049395136,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,372643200,6,747,0
Fast Times at Ridgemont High,7.2,0.012640449,0.009515468,0.065247807,0.008426966,0.015449438,0.002884615,0.012640449,0.012640449,0.012640449,398044800,4,2394,1
Blade Runner,8.1,0.078651685,0.014637609,0.062027031,0.078651685,0.078651685,0.071794872,0.078651685,0.078651685,0.078651685,393811200,0,960,0
The Thing,8.1,0.042134831,0.006895102,0.058759719,0.028089888,0.042134831,0.019230769,0.042134831,0.063202247,0.042134831,393811200,10,1543,0
Conan the Barbarian,6.9,0.056179775,0.024181778,0.074733343,0.056179775,0.056179775,0.051282051,0.056179775,0.056179775,0.056179775,390182400,0,180,0
E.T. the Extra-Terrestrial,7.8,0.029494382,0.278483312,0.33972091,0.015730337,0.029494382,0.013461538,0.049157303,0.055301966,0.029494382,392601600,7,987,1
First Blood,7.7,0.042134831,0.043976845,0.096899269,0.042134831,0.042134831,0.038461538,0.042134831,0.042134831,0.042134831,404092800,0,2539,1
An Officer and a Gentleman,7.0,0.021067416,0.045586347,0.101263951,0.009831461,0.030430712,0.004807692,0.021067416,0.021067416,0.021067416,398044800,6,2212,1
Grease 2,4.4,0.037078652,0.005328474,0.057798624,0.024719101,0.045318352,0.008461538,0.037078652,0.037078652,0.037078652,392601600,4,1897,0
Annie,6.6,0.140449438,0.020041773,0.059638175,0.093632959,0.171660424,0.032051282,0.140449438,0.140449438,0.140449438,393206400,4,31,0
Poltergeist,7.3,0.03005618,0.027093684,0.081087805,0.020037453,0.03005618,0.013717949,0.03005618,0.04508427,0.03005618,391996800,10,1249,1
48 Hrs.,6.9,0.033707865,0.027699926,0.081241735,0.033707865,0.033707865,0.030769231,0.033707865,0.033707865,0.033707865,408153600,0,1992,1
Star Trek II: The Wrath of Khan,7.7,0.031460674,0.027715539,0.081546782,0.031460674,0.031460674,0.028717949,0.031460674,0.031460674,0.031460674,391996800,0,2772,1
Paradise,4.9,0.128394351,0.001962879,0.042593838,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,389577600,1,2773,0
The Last American Virgin,6.3,0.063505062,0.002047516,0.051025641,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,396835200,4,1580,0
Sophie's Choice,7.6,0.033707865,0.01054914,0.063601701,0.015730337,0.048689139,0.007692308,0.033707865,0.033707865,0.033707865,415584000,6,1841,0
Gandhi,8.0,0.061797753,0.018532956,0.068200911,0.028838951,0.075530587,0.014102564,0.061797753,0.061797753,0.061797753,414979200,3,226,0
Tootsie,7.4,0.058988764,0.062235573,0.11351144,0.039325843,0.072097378,0.013461538,0.058988764,0.058988764,0.058988764,408931200,4,696,1
Tron,6.8,0.047752809,0.011590331,0.062866415,0.047752809,0.047752809,0.043589744,0.047752809,0.047752809,0.047752809,395020800,0,1162,0
The Secret of NIMH,7.6,0.019662921,0.005150848,0.059855592,0.010486891,0.015293383,0.026923077,0.026217228,0.024578652,0.019662921,395625600,2,741,0
The King of Comedy,7.8,0.056179775,0.00089077,0.050777928,0.037453184,0.06866417,0.012820513,0.056179775,0.056179775,0.056179775,414374400,4,2241,0
Rocky III,6.8,0.047752809,0.043920573,0.096118921,0.022284644,0.06897628,0.010897436,0.047752809,0.047752809,0.047752809,391392000,6,2539,1
The Beastmaster,6.2,0.02247191,0.004936885,0.05927429,0.02247191,0.02247191,0.020512821,0.02247191,0.02247191,0.02247191,398649600,0,1718,0
Creepshow,6.9,0.02247191,0.007385647,0.061792906,0.014981273,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,405907200,4,947,0
The Man from Snowy River,7.3,0.009831461,0.007255931,0.06328505,0.009831461,0.009831461,0.008974359,0.009831461,0.009831461,0.009831461,405302400,1,1515,1
Pink Floyd: The Wall,8.0,0.033707865,0.007820105,0.060794815,0.015730337,0.048689139,0.007692308,0.033707865,0.033707865,0.033707865,401068800,6,280,0
Cat People,6.2,0.050561798,0.002458516,0.053112867,0.040449438,0.039325843,0.061538462,0.084269663,0.063202247,0.050561798,386553600,8,1959,0
Fanny and Alexander,8.1,0.016853933,0.002386787,0.057373918,0.007865169,0.024344569,0.003846154,0.016853933,0.016853933,0.016853933,408931200,6,241,0
Friday the 13th Part III,5.7,0.006460674,0.012886159,0.06950937,0.004307116,0.006460674,0.002948718,0.006460674,0.009691011,0.006460674,398044800,10,539,1
Firefox,6.0,0.050561798,0.01640472,0.067456905,0.050561798,0.050561798,0.046153846,0.050561798,0.050561798,0.050561798,393206400,0,484,0
Halloween III: Season of the Witch,5.0,0.007022472,0.005057518,0.06138516,0.004681648,0.007022472,0.003205128,0.007022472,0.010533708,0.007022472,404092800,10,2633,1
The Dark Crystal,7.2,0.042134831,0.014621297,0.066706314,0.042134831,0.042134831,0.038461538,0.042134831,0.042134831,0.042134831,408931200,1,1239,0
The Verdict,7.7,0.04494382,0.018963495,0.070811144,0.020973783,0.064918851,0.01025641,0.04494382,0.04494382,0.04494382,408931200,6,2091,0
Pieces,6.1,0.000842697,0.000713781,0.05771223,0.000561798,0.000842697,0.000384615,0.000842697,0.001264045,0.000842697,433123200,10,459,1
Zapped!,4.9,0.063505062,0.005934776,0.05502379,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,399859200,4,2369,0
Six Pack,5.9,0.063505062,0.007103702,0.056226062,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,395625600,4,1486,0
The World According to Garp,7.2,0.047752809,0.010435407,0.061678545,0.031835206,0.058364544,0.010897436,0.047752809,0.047752809,0.047752809,396230400,4,2263,0
Diner,7.1,0.014044944,0.004952137,0.060373683,0.009363296,0.017166042,0.003205128,0.014044944,0.014044944,0.014044944,390787200,4,2507,0
The Best Little Whorehouse in Texas,6.0,0.098314607,0.024480369,0.06962192,0.065543071,0.120162297,0.022435897,0.098314607,0.098314607,0.098314607,396230400,4,343,0
The Year of Living Dangerously,7.1,0.036516854,0.003610006,0.056103382,0.017041199,0.052746567,0.008333333,0.036516854,0.036516854,0.036516854,414374400,6,1827,0
Night Shift,6.6,0.063505062,0.007409137,0.05654021,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,396835200,4,988,0
Summer Lovers,5.7,0.063505062,0.001744844,0.050714335,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,395625600,4,2120,0
Victor Victoria,7.6,0.063505062,0.009914508,0.05911705,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,385344000,4,1392,0
The Last Unicorn,7.4,0.009831461,0.002267219,0.058154027,0.005243446,0.007646692,0.013461538,0.013108614,0.012289326,0.009831461,406512000,2,1162,0
The Entity,6.7,0.025280899,0.004663298,0.058631663,0.011797753,0.036516854,0.005769231,0.025280899,0.025280899,0.025280899,413164800,6,204,0
Airplane II: the Sequel,6.2,0.042134831,0.009535717,0.061475661,0.028089888,0.051498127,0.009615385,0.042134831,0.042134831,0.042134831,408326400,4,2247,0
The Toy,5.8,0.047752809,0.016548642,0.067966168,0.031835206,0.058364544,0.010897436,0.047752809,0.047752809,0.047752809,408326400,4,2221,0
The House on Sorority Row,6.0,0.00119382,0.003724647,0.06076383,0.00079588,0.00119382,0.000544872,0.00119382,0.00179073,0.00119382,428198400,10,1439,1
Evil Under the Sun,7.1,0.028089888,0.002146168,0.055681493,0.014981273,0.034332085,0.012820513,0.028089888,0.042134831,0.028089888,384134400,5,2132,0
The Sword and the Sorcerer,5.6,0.163158987,0.01373377,0.050229784,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,388972800,0,1585,0
Death Wish II,6.0,0.005617978,0.005654587,0.062179878,0.005617978,0.005617978,0.005128205,0.005617978,0.005617978,0.005617978,382924800,0,391,1
Silent Rage,5.5,0.012640449,0.003684539,0.059250544,0.012640449,0.012640449,0.011538462,0.012640449,0.012640449,0.012640449,386553600,0,472,0
Megaforce,3.7,0.056179775,0.001993364,0.051911976,0.056179775,0.056179775,0.051282051,0.056179775,0.056179775,0.056179775,393811200,0,208,0
Personal Best,6.3,0.04494382,0.00199221,0.05335573,0.020973783,0.064918851,0.01025641,0.04494382,0.04494382,0.04494382,393897600,6,1734,0
Dead Men Don't Wear Plaid,6.9,0.025280899,0.006390796,0.06040844,0.016853933,0.030898876,0.005769231,0.025280899,0.025280899,0.025280899,390787200,4,2510,0
Amityville II: The Possession,5.5,0.014044944,0.004402435,0.059808301,0.009363296,0.014044944,0.006410256,0.014044944,0.021067416,0.014044944,401673600,10,1093,0
Missing,7.7,0.026685393,0.004917032,0.058712017,0.012453184,0.032615481,0.006089744,0.026685393,0.026685393,0.026685393,384739200,3,1046,0
Frances,7.3,0.071102013,0.016814255,0.065236655,0.03318094,0.086902461,0.016225844,0.071102013,0.071102013,0.071102013,416188800,3,1224,0
The Seduction,4.9,0.029525593,0.003996261,0.057399731,0.015746983,0.036086836,0.013475783,0.029525593,0.04428839,0.029525593,381110400,17,1941,0
Cannery Row,6.7,0.031741573,0.001861988,0.0549196,0.021161049,0.038795256,0.00724359,0.031741573,0.031741573,0.031741573,382320000,4,1992,0
Deathtrap,7.0,0.063505062,0.006772205,0.055885108,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,385344000,4,1851,0
Tex,6.5,0.064366879,0.002599003,0.05148203,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,396835200,6,1791,0
Time Walker,3.6,0.002106742,0.016637974,0.073928126,0.001404494,0.002106742,0.000961538,0.002106742,0.003160112,0.002106742,406512000,10,228,1
"I, the Jury",5.9,0.062819005,0.000532296,0.049555425,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,388281600,5,178,0
Tempest,6.5,0.036516854,0.001757925,0.054198468,0.024344569,0.04463171,0.008333333,0.036516854,0.036516854,0.036516854,401673600,4,1284,0
Young Doctors in Love,5.5,0.063505062,0.010778436,0.060005622,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,395625600,4,1870,0
My Favorite Year,7.4,0.063505062,0.007067748,0.056189083,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,402883200,4,2127,0
Still of the Night,6.1,0.028089888,0.002100256,0.055634272,0.014981273,0.034332085,0.012820513,0.028089888,0.042134831,0.028089888,406512000,5,2298,0
Parasite,3.9,0.002247191,7.97e-07,0.056798289,0.001498127,0.002247191,0.001025641,0.002247191,0.003370787,0.002247191,384739200,10,2246,0
Making Love,6.9,0.064366879,0.004178767,0.053106859,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,384134400,6,1876,0
Honkytonk Man,6.6,0.005617978,0.001575203,0.057984124,0.003745318,0.006866417,0.001282051,0.005617978,0.005617978,0.005617978,408758400,4,484,0
The Beast Within,5.6,0.036025728,0.002719319,0.055250447,0.024017152,0.036025728,0.016442512,0.036025728,0.054038592,0.036025728,382320000,10,2282,0
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",7.2,0.00238764,0.000295358,0.057083191,0.00159176,0.002918227,0.000544872,0.00238764,0.00238764,0.00238764,418435200,4,410,0
The Final Option,6.4,0.016853933,0.00093665,0.055882414,0.016853933,0.016853933,0.015384615,0.016853933,0.016853933,0.016853933,432518400,0,1603,0
Trail of the Pink Panther,5.0,0.016853933,0.003180643,0.058190419,0.011235955,0.020599251,0.003846154,0.016853933,0.016853933,0.016853933,408931200,4,2130,0
The Sender,6.0,0.064366879,0.000370297,0.049189748,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,404092800,6,1448,0
The Border,6.4,0.061797753,0.002148983,0.051349562,0.032958801,0.075530587,0.028205128,0.061797753,0.092696629,0.061797753,382320000,5,1048,0
Kiss Me Goodbye,6.0,0.063505062,0.005543166,0.05462101,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,409363200,4,2323,0
A Midsummer Night's Sex Comedy,6.6,0.063505062,0.003188087,0.052198749,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,395625600,4,2779,0
Vice Squad,6.5,0.163158987,0.004654878,0.040891904,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,380505600,0,2397,0
Best Friends,5.5,0.042134831,0.012932216,0.06496905,0.028089888,0.051498127,0.009615385,0.042134831,0.042134831,0.042134831,408931200,4,343,0
Shoot the Moon,6.9,0.033707865,0.003237349,0.056081331,0.015730337,0.048689139,0.007692308,0.033707865,0.033707865,0.033707865,382924800,6,50,0
Lookin' to Get Out,5.1,0.047752809,0.000332413,0.05128735,0.031835206,0.058364544,0.010897436,0.047752809,0.047752809,0.047752809,425779200,4,1332,0
Barbarosa,6.4,0.030898876,0.000609755,0.053740016,0.016479401,0.037765293,0.014102564,0.030898876,0.046348315,0.030898876,382924800,18,2774,0
Visiting Hours,5.7,0.036025728,0.004656664,0.057243057,0.024017152,0.036025728,0.016442512,0.036025728,0.054038592,0.036025728,391392000,10,1863,0
A Little Sex,4.9,0.063505062,0.000832515,0.049775981,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,386553600,4,2616,0
Class Reunion,4.7,0.063505062,0.003531184,0.052551633,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,404697600,4,899,0
Hanky Panky,5.6,0.163158987,0.003450328,0.039652993,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,391996800,0,879,0
Author! Author!,6.2,0.063505062,0.004604836,0.053655912,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,393206400,4,38,0
Split Image,6.5,0.064366879,9.26e-05,0.048904122,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,402451200,6,1874,0
The Challenge,6.3,0.163158987,0.00104582,0.037179892,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,396230400,0,2373,0
The Soldier,5.3,0.011235955,0.002222785,0.057927708,0.011235955,0.011235955,0.01025641,0.011235955,0.011235955,0.011235955,399254400,0,1481,0
Wrong Is Right,5.7,0.028089888,0.001258589,0.054768595,0.018726592,0.034332085,0.006410256,0.028089888,0.028089888,0.028089888,390182400,4,2387,0
Six Weeks,5.7,0.064366879,0.002341921,0.051217615,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,408931200,6,695,0
The State of Things,7.0,0.064366879,1.3e-06,0.048810224,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,414374400,6,87,0
Jekyll and Hyde... Together Again,6.2,0.014044944,0.001331879,0.056650153,0.011235955,0.010923845,0.017094017,0.02340824,0.01755618,0.014044944,402278400,15,1742,0
Forced Vengeance,5.6,0.014044944,0.002339219,0.057686229,0.014044944,0.014044944,0.012820513,0.014044944,0.014044944,0.014044944,396835200,0,472,0
The Missionary,6.2,0.063505062,0.002543222,0.051535488,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,405302400,4,1877,0
The Escape Artist,6.2,0.063505062,5.04e-05,0.048971507,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,391392000,4,2178,0
Night Crossing,6.5,0.028089888,0.002809732,0.056363986,0.013108614,0.040574282,0.006410256,0.028089888,0.028089888,0.028089888,381715200,6,1300,0
Endangered Species,5.9,0.064366879,0.000517781,0.049341439,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,400464000,6,2257,0
